3465,15701
3465,100445
3465,1200570
3465,1206442
3465,1913025
3465,2520842
3465,4802187
3465,24415007
3465,63202261
3465,506230645
15701,100445
15701,1200570
15701,1913025
15701,2520842
15701,4802187
15701,8801818
15701,24415007
15701,63202261
15701,506230645
100445,1200570
100445,1913025
100445,2520842
100445,4802187
100445,6027516
100445,24415007
100445,63202261
100445,506230645
930499,22018532
930499,506756518
930499,508332054
1200196,1203679
1200196,1243127
1200196,1246454
1200196,4800565
1200570,1913025
1200570,2520842
1200570,4802187
1200570,8801818
1200570,24415007
1200570,63202261
1200570,506230645
1201216,1203679
1201216,1206704
1201216,1219915
1201216,1238603
1201216,1246454
1201216,4800565
1203679,1206704
1203679,1219915
1203679,1238603
1203679,1243127
1203679,1246454
1203679,4800565
1203679,6410864
1206442,1239285
1206704,1219915
1206704,1238603
1206704,1243127
1206704,1246454
1206704,6410864
1206704,19100627
1219915,1238603
1219915,1243127
1219915,1246454
1219915,6410864
1219915,19100627
1235492,4800565
1238603,1243127
1238603,1246454
1238603,4800565
1239285,1241701
1239285,1242992
1239285,1904694
1239285,505424475
1241701,1242992
1241701,1243127
1241701,505424475
1241701,505646737
1241701,507266691
1241701,508332054
1242992,508332054
1246454,4800565
1913025,2520842
1913025,4802187
1913025,6027516
1913025,8801818
1913025,24415007
1913025,63202261
1913025,506230645
2520842,4802187
2520842,24415007
2520842,63202261
2520842,506230645
4800565,19100627
4802187,63202261
4802187,506230645
6027516,24415007
6027516,63202261
6027516,506230645
15108149,503263383
24415007,63202261
24415007,506230645
63202261,506230645
501537333,507713899
501684315,503263383
503642389,505810153
3465,519501168
3465,540098936
3465,555558073
15701,519501168
15701,521093581
15701,540098936
15701,555558073
100445,519501168
100445,540098936
100445,555558073
930499,516544572
930499,516885724
930499,552386935
1200196,518604808
1200570,519501168
1200570,540098936
1200570,555558073
1201216,518604808
1201216,522089397
1203679,518604808
1203679,527305011
1203679,544948913
1203679,549534391
1206442,546753516
1206704,518604808
1206704,522089397
1206704,526769957
1206704,527305011
1206704,549534391
1219915,518604808
1219915,522089397
1219915,526769957
1219915,527305011
1219915,544948913
1219915,549534391
1235492,511774241
1235492,518604808
1238603,518604808
1238603,522089397
1239285,516544572
1239285,545515979
1239285,546753516
1241701,513049028
1241701,514626145
1241701,516544572
1241701,516885724
1241701,521093581
1241701,524467125
1241701,527460496
1241701,546753516
1243127,511774241
1243127,518604808
1246454,518604808
1246454,522089397
1246454,549534391
1913025,519501168
1913025,540098936
1913025,555558073
2520842,519501168
2520842,540098936
2520842,555558073
4800565,518604808
4800565,522089397
4802187,519501168
4802187,540098936
4802187,555558073
6027516,519501168
6410864,518604808
6410864,527305011
8801818,540098936
19100627,518604808
19100627,522089397
19100627,544948913
19100627,549534391
24415007,519501168
24415007,540098936
24415007,555558073
36002880,546753516
63202261,519501168
63202261,540098936
63202261,555558073
501537333,511774241
501537333,518604808
501684315,511544130
501684315,528968162
501684315,551650648
501684315,552618209
501684315,552901339
503263383,537146949
503263383,551650648
503642389,514626145
503642389,527036964
503642389,536465389
503642389,546753516
503642389,550660743
505424475,513049028
505424475,514626145
505424475,541079421
505465030,511544130
505465030,523697606
505465030,552901339
505646737,511774241
505646737,514626145
505646737,516544572
505646737,546753516
505810153,514626145
505810153,546753516
505810153,550660743
506230645,519501168
506230645,540098936
506230645,555558073
506756518,516544572
506756518,516885724
506756518,521093581
506756518,522581692
506756518,545515979
507713899,520512844
507713899,523697606
507713899,545520897
508332054,516885724
15701,568420256
100445,568420256
1200196,591864203
1200570,568420256
1200570,590196553
1201216,591864203
1203679,568757474
1203679,591864203
1206704,570451503
1206704,591864203
1206704,593985517
1219915,591864203
1219915,593985517
1235492,556210662
1235492,568757474
1235492,584961966
1235492,591864203
1237821,570451503
1238603,591864203
1241701,585000676
1241701,585829668
1241701,594565426
1241823,561853476
1241823,567248634
1242992,585000676
1243127,568757474
1243127,591864203
1246454,591864203
2520842,568420256
4800565,591864203
4802187,568420256
4802187,590196553
15108149,564807135
22018532,567248634
24415007,568420256
63202261,568420256
501537333,556210662
501537333,563369723
501537333,568757474
501537333,584961966
501537333,591864203
501684315,563837221
501684315,565562065
501684315,568994422
501684315,579580006
501684315,584060614
501684315,584465117
501684315,591273073
501684315,593110005
503263383,555772404
503263383,556357107
503263383,557978518
503263383,563837221
503263383,564807135
503263383,565562065
503263383,593110005
503642389,594565426
505030996,555772404
505424475,585000676
505424475,585829668
505465030,556357107
505465030,564913981
505465030,566449883
505465030,567131638
505465030,576012825
505465030,590787143
505465030,593691239
505810153,594565426
507266691,567248634
507266691,585829668
507713899,556058493
507713899,557364071
507713899,557978518
507713899,563837221
507713899,566948160
507713899,576944796
507713899,591273073
507713899,593110005
507713899,595206912
507713899,595346741
508332054,585000676
930499,600269552
930499,606030045
930499,619137954
1206442,619137954
1206442,630106417
1206704,603849076
1206704,607864416
1219915,607864416
1235492,603849076
1239285,619137954
1239285,626247042
1239285,638666888
1241701,619137954
1242992,619137954
4800565,603849076
4800565,629965495
15108149,617023184
19100627,603849076
19100627,607864416
19100627,629965495
36002880,619137954
501537333,626247042
501684315,596858798
501684315,616497049
501684315,618267549
501684315,628157068
501684315,628629457
501684315,628694993
501684315,631874202
501684315,633789937
501684315,638666888
503263383,615746206
503263383,616497049
503263383,620082911
503263383,622086435
503263383,624968988
503263383,631874202
503263383,638666888
503642389,606030045
503642389,619137954
503642389,620267505
505465030,595897089
505465030,615173551
505465030,617023184
505465030,619792670
505646737,620267505
505810153,606030045
505810153,619137954
505810153,620267505
506756518,619137954
506756518,630106417
507713899,596438348
507713899,607182358
507713899,612401506
507713899,614445779
507713899,628157068
507713899,631874202
507713899,638666888
508332054,605297213
508332054,606030045
508332054,619137954
930499,653030261
930499,656385446
930499,668095230
930499,684511429
1203679,670580491
1206442,653030261
1206704,641668627
1206704,664259111
1206704,665592857
1206704,670580491
1219915,641668627
1219915,664259111
1219915,665592857
1219915,670580491
1235492,670580491
1237821,648259765
1238603,670580491
1239285,643181041
1239285,653030261
1239285,656385446
1241701,643181041
1241701,652025871
1241701,653030261
1241701,656385446
1241701,665592857
1241701,667046908
1241701,668095230
1242992,653030261
1242992,668095230
1243127,652635358
1243127,656593762
1246454,670580491
4800565,646088980
4800565,670580491
6410864,670580491
15108149,667116574
19100627,652049831
19100627,665592857
19100627,670580491
36002880,646088980
36002880,653030261
501537333,641668627
501537333,643181041
501537333,652635358
501537333,656593762
501537333,674688754
501684315,642677924
501684315,656385446
501684315,659530410
501684315,667046908
501684315,668884273
501684315,669025113
501684315,678127624
503263383,642677924
503263383,644184127
503263383,654768547
503263383,661497576
503263383,667116574
503263383,667452622
503263383,681936344
503263383,691497559
503642389,653030261
503642389,659756509
503642389,672500326
503642389,677515385
505424475,643181041
505424475,643250087
505424475,652025871
505424475,653030261
505424475,667046908
505465030,651501418
505465030,681186613
505465030,683123916
505465030,684629803
505465030,687659953
505646737,656385446
505646737,670580491
505810153,653030261
505810153,672500326
505810153,677515385
506756518,643181041
506756518,646088980
506756518,653030261
507713899,646088980
507713899,654768547
507713899,658260217
507713899,659530410
507713899,661497576
507713899,665724904
507713899,669025113
507713899,673395301
507713899,678127624
507713899,684511429
507713899,690185660
508332054,653030261
508332054,668095230
3465,714515611
3465,719387835
15701,712188141
15701,714515611
100445,712188141
100445,714515611
930499,704616950
930499,707532138
930499,713776007
930499,734845152
930499,735813425
1200196,705325481
1200196,709770658
1200570,712188141
1200570,714515611
1200570,719387835
1200570,729236562
1203679,696265518
1203679,705325481
1203679,709770658
1203679,734845152
1206442,704520608
1206442,732991687
1206704,696022072
1206704,705325481
1206704,709770658
1206704,734845152
1219915,696022072
1219915,705325481
1219915,709770658
1219915,734845152
1235492,696022072
1235492,701186594
1235492,705325481
1235492,709770658
1235492,734845152
1238603,696265518
1238603,705325481
1238603,709770658
1239285,707532138
1239285,711362205
1239285,713776007
1239285,732991687
1241701,699691547
1241701,703082060
1241701,704520608
1241701,704616950
1241701,713776007
1241701,729236562
1241701,732991687
1241701,735813425
1241823,733572406
1242992,703082060
1242992,704520608
1242992,732991687
1243127,701186594
1243127,704520608
1246454,705325481
1246454,709770658
1913025,712188141
1913025,714515611
1913025,719387835
2520842,712188141
2520842,714515611
2520842,719387835
4800565,696265518
4800565,709770658
15108149,699424487
15108149,701154362
19100627,696022072
19100627,709770658
24415007,712188141
24415007,714515611
24415007,719387835
24415007,729236562
36002880,711362205
36002880,719387835
63202261,712188141
63202261,714515611
63202261,719387835
501537333,696022072
501537333,701186594
501537333,707048973
501684315,703766535
501684315,705247311
501684315,712755954
501684315,729196018
501684315,729556778
503263383,699424487
503263383,701154362
503263383,703766535
503263383,712755954
503263383,729196018
503263383,729428060
503642389,700686028
503642389,707532138
505424475,691685920
505424475,703082060
505424475,704520608
505424475,707532138
505424475,732991687
505465030,703766535
505465030,729196018
505465030,729556778
505646737,691685920
505646737,711362205
505646737,735813425
505810153,700686028
505810153,707532138
506230645,712188141
506230645,714515611
506756518,704520608
506756518,704616950
506756518,707532138
506756518,711362205
506756518,729010509
507266691,704520608
507713899,708975290
507713899,710307422
507713899,712755954
507713899,728861677
508332054,711362205
15701,746453553
930499,749193783
1200196,769419266
1200570,746453553
1201216,888310452
1203679,744485843
1203679,745122117
1203679,747295406
1203679,752832611
1203679,888310452
1206704,745122117
1206704,747295406
1206704,752832611
1206704,888310452
1219915,745122117
1219915,747295406
1219915,752832611
1235492,888310452
1238603,744485843
1238603,888310452
1241701,746260718
1241701,769747588
1241701,804318909
1241701,823790472
1241823,746260718
1241823,804318909
1242992,823790472
1243127,744485843
1243127,769419266
1243127,888310452
1246454,888310452
1913025,746453553
2520842,746453553
4800565,745122117
4800565,747295406
4800565,888310452
8801818,746453553
15108149,827960022
19100627,745122117
19100627,747295406
19100627,754736520
24415007,746453553
63202261,746453553
501537333,744485843
501537333,779093398
501537333,888310452
501684315,746260718
501684315,769293992
503263383,736681452
503263383,738831963
503263383,740568265
503263383,751248725
503263383,769293992
503263383,775006806
503263383,827960022
503263383,833988905
503642389,760712428
503642389,812153241
503642389,825555590
